contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
SPY250516C00285000,2025-05-06 19:28:02+00:00,285.0,275.73,277.54,279.6,0.0,0.0,13.0,119,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00290000,2025-04-16 19:50:29+00:00,290.0,235.1,272.14,274.67,0.0,0.0,,15,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00300000,2025-04-25 14:24:43+00:00,300.0,245.92,262.26,264.17,0.0,0.0,1.0,241,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00305000,2025-05-02 13:30:00+00:00,305.0,260.12,257.52,259.63,0.0,0.0,1.0,4,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00310000,2025-04-07 19:00:25+00:00,310.0,197.7,0.0,0.0,0.0,0.0,3.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00315000,2025-04-08 13:32:47+00:00,315.0,208.18,250.3,251.23,0.0,0.0,2.0,39,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00320000,2025-04-24 16:48:43+00:00,320.0,225.95,243.78,244.61,0.0,0.0,1.0,40,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00330000,2025-04-10 16:00:05+00:00,330.0,192.77,233.0,234.73,0.0,0.0,4.0,26,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00335000,2025-04-30 19:30:34+00:00,335.0,215.74,227.54,229.61,0.0,0.0,,1,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00340000,2025-04-10 16:00:05+00:00,340.0,182.97,222.54,224.65,0.0,0.0,4.0,24,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00345000,2025-04-24 18:18:33+00:00,345.0,201.58,217.93,219.62,0.0,0.0,1.0,15,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00350000,2025-05-07 18:00:02+00:00,350.0,210.13,213.03,214.75,0.0,0.0,8.0,218,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00355000,2025-04-09 19:52:45+00:00,355.0,193.42,207.88,209.76,0.0,0.0,10.0,7,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00360000,2025-05-05 18:01:14+00:00,360.0,206.22,202.63,204.65,0.0,0.0,2.0,8,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00365000,2025-04-14 19:23:21+00:00,365.0,178.48,197.83,199.7,0.0,0.0,1.0,2,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00370000,2025-04-28 18:11:13+00:00,370.0,178.35,192.71,194.63,0.0,0.0,1.0,26,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00375000,2025-05-06 16:41:59+00:00,375.0,187.6,187.85,189.79,0.0,0.0,2.0,39,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00380000,2025-05-02 18:15:57+00:00,380.0,187.41,182.85,184.64,0.0,0.0,15.0,739,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00385000,2025-05-08 13:38:06+00:00,385.0,180.3,177.6,179.41,3.2600098,1.8413974,8.0,208,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00390000,2025-05-06 17:58:43+00:00,390.0,169.16,173.09,174.82,0.0,0.0,19.0,73,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00391000,2025-04-16 14:21:10+00:00,391.0,142.31,171.93,173.63,0.0,0.0,10.0,104,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00392000,2025-04-23 14:00:05+00:00,392.0,151.28,170.67,172.75,0.0,0.0,1.0,77,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00393000,2025-04-09 16:40:32+00:00,393.0,113.11,170.93,171.27,0.0,0.0,40.0,137,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00394000,2025-04-23 18:10:43+00:00,394.0,145.58,168.95,170.63,0.0,0.0,1.0,115,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00395000,2025-04-23 15:23:10+00:00,395.0,146.08,167.96,169.82,0.0,0.0,1.0,119,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00396000,2025-04-16 15:20:55+00:00,396.0,138.84,166.63,168.82,0.0,0.0,2.0,37,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00397000,2025-04-10 19:24:23+00:00,397.0,133.05,165.68,167.69,0.0,0.0,1.0,67,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00398000,2025-04-11 15:22:23+00:00,398.0,129.17,164.93,166.83,0.0,0.0,10.0,78,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00399000,2025-04-09 15:57:44+00:00,399.0,104.35,163.7,165.67,0.0,0.0,11.0,64,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00400000,2025-05-02 16:22:42+00:00,400.0,168.4,162.37,164.65,0.0,0.0,3.0,229,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00401000,2025-04-09 15:49:01+00:00,401.0,105.09,161.65,163.7,0.0,0.0,2.0,13,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00402000,2025-04-17 14:41:11+00:00,402.0,125.83,160.7,162.65,0.0,0.0,1.0,24,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00403000,2025-04-23 15:23:02+00:00,403.0,139.55,160.11,161.84,0.0,0.0,1.0,16,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00404000,2025-04-08 13:33:20+00:00,404.0,121.19,160.26,162.29,0.0,0.0,2.0,3,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00405000,2025-04-25 14:28:36+00:00,405.0,140.44,158.06,159.84,0.0,0.0,1.0,51,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00406000,2025-04-22 15:58:48+00:00,406.0,121.56,156.66,158.68,0.0,0.0,2.0,32,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00407000,2025-04-22 15:58:50+00:00,407.0,120.46,155.96,157.84,0.0,0.0,2.0,6,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00408000,2025-04-17 18:23:12+00:00,408.0,125.24,154.95,156.78,0.0,0.0,1.0,12,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00409000,2025-04-09 17:19:03+00:00,409.0,97.56,153.88,155.85,0.0,0.0,1.0,2,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00410000,2025-04-25 14:28:08+00:00,410.0,135.99,152.9,154.75,0.0,0.0,6.0,17,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00411000,2025-04-01 19:48:25+00:00,411.0,152.1,0.0,0.0,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00412000,2025-04-08 17:49:43+00:00,412.0,100.87,151.13,152.85,0.0,0.0,20.0,22,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00413000,2025-04-09 16:02:12+00:00,413.0,91.3,150.13,151.86,0.0,0.0,10.0,34,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00414000,2025-04-08 20:06:04+00:00,414.0,92.06,148.72,150.65,0.0,0.0,10.0,21,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00415000,2025-04-10 13:51:18+00:00,415.0,121.04,148.13,149.86,0.0,0.0,4.0,36,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00416000,2025-04-23 15:23:27+00:00,416.0,125.31,147.15,148.86,0.0,0.0,10.0,22,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00417000,2025-05-02 14:55:25+00:00,417.0,149.12,145.99,147.86,0.0,0.0,4.0,22,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00418000,2025-04-25 14:00:12+00:00,418.0,128.99,144.98,146.87,0.0,0.0,1.0,1,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00419000,2025-05-02 14:55:25+00:00,419.0,147.11,144.15,145.87,0.0,0.0,4.0,2,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00420000,2025-05-05 16:12:39+00:00,420.0,145.97,142.73,144.81,0.0,0.0,2.0,108,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00421000,2025-04-10 19:36:13+00:00,421.0,109.63,142.01,143.87,0.0,0.0,10.0,21,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00422000,2025-04-14 13:44:39+00:00,422.0,121.96,141.15,142.87,0.0,0.0,6.0,17,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00423000,2025-04-08 15:25:21+00:00,423.0,97.66,139.91,141.77,0.0,0.0,10.0,11,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00424000,2025-04-01 19:45:30+00:00,424.0,139.13,0.0,0.0,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00425000,2025-05-01 15:18:58+00:00,425.0,139.85,137.97,139.65,0.0,0.0,50.0,58,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00426000,2025-04-08 16:31:34+00:00,426.0,92.06,136.95,138.82,0.0,0.0,1.0,2,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00427000,2025-04-14 13:44:39+00:00,427.0,117.12,135.98,137.88,0.0,0.0,8.0,10,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00428000,2025-04-17 16:33:21+00:00,428.0,104.56,135.2,136.89,0.0,0.0,2.0,4,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00429000,2025-04-01 19:53:27+00:00,429.0,134.41,0.0,0.0,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00430000,2025-05-05 15:58:25+00:00,430.0,135.47,132.81,134.89,0.0,0.0,1.0,40,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00431000,2025-04-04 18:50:12+00:00,431.0,84.63,135.08,138.42,0.0,0.0,10.0,11,0.727541787109375,True,REGULAR,USD
SPY250516C00432000,2025-04-14 17:00:06+00:00,432.0,108.96,130.74,132.76,0.0,0.0,1.0,13,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00433000,2025-04-08 18:07:22+00:00,433.0,80.62,130.17,131.9,0.0,0.0,10.0,12,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00434000,2025-04-04 14:18:37+00:00,434.0,90.55,132.09,135.43,0.0,0.0,16.0,10,0.71679970703125,True,REGULAR,USD
SPY250516C00435000,2025-05-05 16:00:19+00:00,435.0,130.5,128.18,129.9,0.0,0.0,1.0,88,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00436000,2025-04-09 13:38:50+00:00,436.0,72.99,126.7,128.75,0.0,0.0,2.0,11,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00437000,2025-04-08 18:09:18+00:00,437.0,76.73,125.47,127.21,0.0,0.0,20.0,22,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00438000,2025-04-03 15:18:55+00:00,438.0,108.32,128.1,131.45,0.0,0.0,,2,0.702151416015625,True,REGULAR,USD
SPY250516C00439000,2025-04-08 14:19:08+00:00,439.0,90.8,123.81,125.91,0.0,0.0,2.0,3,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00440000,2025-04-25 14:03:50+00:00,440.0,107.46,123.19,124.91,0.0,0.0,5.0,80,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00441000,2025-04-14 13:35:22+00:00,441.0,105.47,122.19,123.92,0.0,0.0,1.0,2,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00442000,2025-04-03 15:18:50+00:00,442.0,104.44,124.12,127.46,0.0,0.0,,2,0.6875031250000001,True,REGULAR,USD
SPY250516C00443000,2025-04-04 15:08:17+00:00,443.0,82.58,123.13,126.47,0.0,0.0,1.0,2,0.6865265722656251,True,REGULAR,USD
SPY250516C00444000,2025-04-03 15:18:55+00:00,444.0,102.49,122.15,125.47,0.0,0.0,,6,0.68555001953125,True,REGULAR,USD
SPY250516C00445000,2025-04-30 13:39:42+00:00,445.0,100.89,117.72,119.74,0.0,0.0,1.0,62,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00446000,2025-04-10 16:48:24+00:00,446.0,81.46,116.84,118.77,0.0,0.0,10.0,11,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00447000,2025-04-02 19:42:49+00:00,447.0,120.94,119.15,122.49,0.0,0.0,,3,0.6728548339843752,True,REGULAR,USD
SPY250516C00448000,2025-04-02 19:46:40+00:00,448.0,120.44,118.15,121.49,0.0,0.0,,2,0.6679720703125002,True,REGULAR,USD
SPY250516C00449000,2025-04-08 20:08:13+00:00,449.0,62.27,113.73,115.29,0.0,0.0,10.0,11,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00450000,2025-05-07 18:38:08+00:00,450.0,110.24,113.07,114.94,0.0,0.0,5.0,587,1.0000000000000003e-05,True,REGULAR,USD
SPY250516C00451000,2025-05-05 18:18:19+00:00,451.0,115.89,111.78,113.94,0.0,0.0,1.0,6,1.0000000000000003e-05,True,REGULAR,USD
