contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
SPY250530C00300000,2025-04-30 16:00:34+00:00,300.0,251.0,263.02,265.2,0.0,0.0,2.0,54,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00305000,2025-04-15 18:52:18+00:00,305.0,235.49,257.2,259.73,0.0,0.0,,74,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00310000,2025-04-09 13:39:51+00:00,310.0,192.97,253.29,255.23,0.0,0.0,,4,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00315000,2025-04-15 18:33:13+00:00,315.0,225.38,248.31,250.25,0.0,0.0,,74,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00325000,2025-05-02 13:58:45+00:00,325.0,239.5,238.33,240.29,0.0,0.0,1.0,1,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00330000,2025-04-29 13:36:19+00:00,330.0,220.98,233.38,235.23,0.0,0.0,1.0,5,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00335000,2025-04-09 14:02:47+00:00,335.0,172.41,228.4,229.95,0.0,0.0,,5,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00340000,2025-05-02 17:25:34+00:00,340.0,227.94,223.16,224.95,0.0,0.0,10.0,12,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00345000,2025-04-24 20:01:47+00:00,345.0,206.0,217.9,219.91,0.0,0.0,1.0,27,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00350000,2025-04-10 19:26:01+00:00,350.0,180.93,213.03,214.93,0.0,0.0,,4,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00355000,2025-04-08 13:50:08+00:00,355.0,168.73,211.07,212.04,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00360000,2025-04-28 15:32:23+00:00,360.0,189.3,203.5,205.42,0.0,0.0,2.0,19,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00365000,2025-04-09 17:19:21+00:00,365.0,145.61,198.53,200.44,0.0,0.0,,1,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00370000,2025-04-16 15:02:10+00:00,370.0,165.33,193.58,195.47,0.0,0.0,2.0,122,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00375000,2025-05-02 15:44:52+00:00,375.0,192.21,188.52,190.49,0.0,0.0,1.0,167,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00380000,2025-04-11 20:00:10+00:00,380.0,158.24,183.6,185.51,0.0,0.0,,49,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00385000,2025-04-22 16:21:09+00:00,385.0,145.93,178.58,180.54,0.0,0.0,1.0,35,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00390000,2025-04-09 19:30:03+00:00,390.0,155.17,173.65,175.57,0.0,0.0,74.0,74,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00395000,2025-05-02 16:01:04+00:00,395.0,172.9,168.7,170.59,0.0,0.0,3.0,36,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00400000,2025-05-07 18:36:41+00:00,400.0,160.66,163.71,165.62,0.0,0.0,2.0,32,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00405000,2025-04-09 17:51:57+00:00,405.0,131.16,158.77,160.65,0.0,0.0,10.0,22,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00410000,2025-05-02 16:01:04+00:00,410.0,158.3,153.78,155.68,0.0,0.0,1.0,4,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00415000,2025-04-08 15:38:31+00:00,415.0,109.43,148.83,150.72,0.0,0.0,4.0,4,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00420000,2025-04-30 14:25:17+00:00,420.0,127.77,143.89,145.75,0.0,0.0,1.0,54,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00425000,2025-04-22 19:47:34+00:00,425.0,105.32,138.89,140.79,0.0,0.0,8.0,7,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00430000,2025-05-07 15:13:17+00:00,430.0,130.24,133.95,135.49,0.0,0.0,1.0,625,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00435000,2025-04-10 19:57:27+00:00,435.0,99.02,130.09,130.25,0.0,0.0,154.0,55,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00440000,2025-04-29 17:51:31+00:00,440.0,116.72,125.13,125.28,0.0,0.0,34.0,38,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00445000,2025-05-06 13:53:45+00:00,445.0,113.89,120.18,120.35,0.0,0.0,10.0,86,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00450000,2025-05-08 13:32:41+00:00,450.0,116.4,115.25,115.41,4.0699997,3.6232526,4.0,369,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00455000,2025-04-25 13:48:42+00:00,455.0,94.08,110.27,110.44,0.0,0.0,2.0,46,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00460000,2025-04-24 19:36:28+00:00,460.0,89.11,105.34,105.49,0.0,0.0,10.0,157,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00465000,2025-05-01 18:53:06+00:00,465.0,99.23,100.39,100.56,0.0,0.0,1.0,507,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00470000,2025-05-07 18:55:48+00:00,470.0,91.3,95.43,95.6,0.0,0.0,1.0,87,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00475000,2025-05-08 13:49:13+00:00,475.0,90.73,90.51,90.67,5.5200043,6.478118,63.0,539,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00480000,2025-05-06 17:42:48+00:00,480.0,81.0,85.57,85.72,0.0,0.0,1.0,717,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00485000,2025-05-07 18:06:39+00:00,485.0,75.0,80.68,80.84,0.0,0.0,2.0,160,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00490000,2025-05-02 20:07:39+00:00,490.0,79.95,75.75,75.89,0.0,0.0,2.0,457,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00495000,2025-05-05 13:53:44+00:00,495.0,69.89,70.86,71.01,0.0,0.0,1.0,374,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00500000,2025-05-08 13:31:26+00:00,500.0,67.68,65.95,66.12,2.6500015,4.0750446,3.0,937,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00505000,2025-05-07 19:42:10+00:00,505.0,59.39,61.18,61.33,0.0,0.0,2.0,346,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00506000,2025-05-05 15:30:22+00:00,506.0,61.82,60.24,60.4,0.0,0.0,104.0,61,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00507000,2025-05-05 15:30:22+00:00,507.0,60.83,59.19,59.35,0.0,0.0,104.0,141,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00508000,2025-05-07 19:42:52+00:00,508.0,57.66,58.35,58.49,0.0,0.0,3.0,6,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00509000,2025-05-02 16:29:29+00:00,509.0,61.7,57.35,57.51,0.0,0.0,2.0,11,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00510000,2025-05-08 14:24:37+00:00,510.0,56.92,56.24,56.4,3.8099976,7.1737857,3.0,551,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00511000,2025-05-06 16:25:17+00:00,511.0,53.2,55.39,55.54,0.0,0.0,2.0,28,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00512000,2025-05-06 13:39:45+00:00,512.0,51.23,54.49,54.64,0.0,0.0,1.0,162,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00513000,2025-05-06 16:50:49+00:00,513.0,50.42,53.54,53.67,0.0,0.0,5.0,63,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00514000,2025-05-02 14:50:45+00:00,514.0,55.38,52.55,52.7,0.0,0.0,5.0,29,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00515000,2025-05-08 14:26:14+00:00,515.0,52.14,50.72,52.71,1.3899994,2.738915,3.0,623,0.17383638671875,True,REGULAR,USD
SPY250530C00516000,2025-05-07 18:08:47+00:00,516.0,44.75,50.73,50.89,0.0,0.0,4.0,80,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00517000,2025-05-07 15:18:07+00:00,517.0,45.98,49.75,49.89,0.0,0.0,3.0,208,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00518000,2025-05-07 15:18:07+00:00,518.0,45.07,48.79,48.92,0.0,0.0,3.0,98,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00519000,2025-05-07 14:55:41+00:00,519.0,44.28,47.62,48.18,0.0,0.0,1.0,85,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00520000,2025-05-08 14:37:55+00:00,520.0,47.29,46.93,47.09,3.7700005,8.662685,2.0,3392,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00521000,2025-05-02 14:53:14+00:00,521.0,48.63,46.07,46.21,0.0,0.0,2.0,115,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00522000,2025-05-07 18:12:12+00:00,522.0,39.64,45.06,45.22,0.0,0.0,1.0,160,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00523000,2025-05-06 13:46:09+00:00,523.0,40.81,44.15,44.3,0.0,0.0,12.0,111,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00524000,2025-05-07 16:18:50+00:00,524.0,40.49,43.22,43.36,0.0,0.0,4.0,110,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00525000,2025-05-07 20:11:45+00:00,525.0,40.51,42.38,42.53,0.0,0.0,16.0,971,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00526000,2025-05-07 19:50:09+00:00,526.0,38.47,41.4,41.55,0.0,0.0,5.0,803,1.0000000000000003e-05,True,REGULAR,USD
SPY250530C00527000,2025-05-05 14:46:36+00:00,527.0,42.12,40.47,40.61,0.0,0.0,10.0,370,0.0976652734375,True,REGULAR,USD
SPY250530C00528000,2025-05-08 14:34:46+00:00,528.0,40.79,39.63,39.76,4.220001,11.539516,1.0,261,0.14234256103515625,True,REGULAR,USD
SPY250530C00529000,2025-05-08 14:36:04+00:00,529.0,39.49,38.66,38.81,4.34,12.347083,1.0,196,0.145516357421875,True,REGULAR,USD
SPY250530C00530000,2025-05-08 13:38:25+00:00,530.0,38.68,37.88,38.01,2.1800003,5.972604,7.0,1908,0.1606529248046875,True,REGULAR,USD
SPY250530C00531000,2025-05-07 19:50:09+00:00,531.0,33.97,36.89,37.03,0.0,0.0,11.0,454,0.15857775024414064,True,REGULAR,USD
SPY250530C00532000,2025-05-08 13:38:25+00:00,532.0,36.87,36.08,36.23,2.7799988,8.154881,2.0,164,0.16797707031250003,True,REGULAR,USD
SPY250530C00533000,2025-05-07 19:50:00+00:00,533.0,33.26,35.19,35.33,0.0,0.0,6.0,147,0.16980810668945315,True,REGULAR,USD
SPY250530C00534000,2025-05-07 18:48:51+00:00,534.0,30.3,34.15,34.28,0.0,0.0,3.0,216,0.16309430664062502,True,REGULAR,USD
SPY250530C00535000,2025-05-08 14:38:00+00:00,535.0,33.77,33.42,33.55,3.1800003,10.3955555,4.0,615,0.1726156958007813,True,REGULAR,USD
SPY250530C00536000,2025-05-08 14:01:02+00:00,536.0,32.85,32.55,32.69,1.289999,4.0874496,2.0,224,0.17469087036132813,True,REGULAR,USD
SPY250530C00537000,2025-05-06 14:52:24+00:00,537.0,29.9,31.68,31.81,0.0,0.0,1.0,995,0.1753012158203125,True,REGULAR,USD
SPY250530C00538000,2025-05-07 19:50:00+00:00,538.0,29.08,30.81,30.93,0.0,0.0,7.0,1262,0.17566742309570313,True,REGULAR,USD
SPY250530C00539000,2025-05-08 13:56:45+00:00,539.0,30.71,30.05,30.16,2.1799984,7.641074,6.0,1475,0.1795125994873047,True,REGULAR,USD
SPY250530C00540000,2025-05-08 14:32:40+00:00,540.0,30.05,29.17,29.29,2.5199986,9.153645,21.0,2286,0.17932949584960936,True,REGULAR,USD
SPY250530C00541000,2025-05-08 13:55:30+00:00,541.0,28.71,28.34,28.45,1.9699993,7.367238,8.0,1189,0.1798788067626953,True,REGULAR,USD
SPY250530C00542000,2025-05-08 14:20:19+00:00,542.0,27.6,27.53,27.64,2.1000004,8.235295,15.0,888,0.18097742858886717,True,REGULAR,USD
