contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
SPY250606C00425000,2025-04-30 18:10:48+00:00,425.0,129.36,139.38,141.31,0.0,0.0,,2,1.0000000000000003e-05,True,REGULAR,USD
SPY250606C00435000,2025-04-30 18:28:57+00:00,435.0,118.64,129.04,131.01,0.0,0.0,,18,1.0000000000000003e-05,True,REGULAR,USD
SPY250606C00445000,2025-05-02 16:38:03+00:00,445.0,125.08,119.26,121.05,0.0,0.0,28.0,6,1.0000000000000003e-05,True,REGULAR,USD
SPY250606C00450000,2025-05-01 15:55:20+00:00,450.0,114.0,114.66,116.59,0.0,0.0,1.0,75,1.0000000000000003e-05,True,REGULAR,USD
SPY250606C00455000,2025-05-07 19:20:39+00:00,455.0,107.42,109.74,111.25,0.0,0.0,2.0,59,1.0000000000000003e-05,True,REGULAR,USD
SPY250606C00460000,2025-05-07 20:00:51+00:00,460.0,103.82,104.53,106.21,0.0,0.0,12.0,46,1.0000000000000003e-05,True,REGULAR,USD
SPY250606C00465000,2025-04-30 17:10:45+00:00,465.0,86.68,99.94,101.8,0.0,0.0,6.0,7,1.0000000000000003e-05,True,REGULAR,USD
SPY250606C00480000,2025-05-07 18:06:11+00:00,480.0,81.22,86.33,86.5,0.0,0.0,1.0,43,1.0000000000000003e-05,True,REGULAR,USD
SPY250606C00485000,2025-05-05 15:17:02+00:00,485.0,82.56,81.38,81.53,0.0,0.0,3.0,33,1.0000000000000003e-05,True,REGULAR,USD
SPY250606C00490000,2025-05-06 13:37:30+00:00,490.0,72.51,76.49,76.64,0.0,0.0,5.0,10,1.0000000000000003e-05,True,REGULAR,USD
SPY250606C00495000,2025-05-05 19:59:09+00:00,495.0,71.87,71.67,71.85,0.0,0.0,1.0,64,1.0000000000000003e-05,True,REGULAR,USD
SPY250606C00500000,2025-05-06 15:21:15+00:00,500.0,65.14,66.99,67.14,0.0,0.0,31.0,63,1.0000000000000003e-05,True,REGULAR,USD
SPY250606C00505000,2025-05-06 14:22:46+00:00,505.0,59.69,62.22,62.38,0.0,0.0,9.0,9,1.0000000000000003e-05,True,REGULAR,USD
SPY250606C00510000,2025-05-06 19:33:03+00:00,510.0,55.81,57.48,57.64,0.0,0.0,4.0,15,0.145516357421875,True,REGULAR,USD
SPY250606C00515000,2025-05-06 19:55:44+00:00,515.0,50.05,52.78,52.93,0.0,0.0,14.0,78,0.18042811767578126,True,REGULAR,USD
SPY250606C00518000,2025-05-06 14:21:43+00:00,518.0,47.8,50.09,50.23,0.0,0.0,11.0,61,0.19373364868164064,True,REGULAR,USD
SPY250606C00520000,2025-05-08 14:37:55+00:00,520.0,48.63,48.28,48.42,2.5,5.4194665,6.0,21,0.19788399780273438,True,REGULAR,USD
SPY250606C00521000,2025-05-08 14:01:25+00:00,521.0,47.72,47.07,47.61,1.8400002,4.0104623,6.0,2,0.20386538330078124,True,REGULAR,USD
SPY250606C00522000,2025-05-02 19:45:58+00:00,522.0,50.32,46.38,46.53,0.0,0.0,14.0,4,0.19654123779296873,True,REGULAR,USD
SPY250606C00523000,2025-05-06 14:07:55+00:00,523.0,41.48,45.54,45.67,0.0,0.0,2.0,3,0.19947089599609374,True,REGULAR,USD
SPY250606C00524000,2025-05-06 13:52:24+00:00,524.0,39.98,44.63,44.76,0.0,0.0,1.0,11,0.19977606872558595,True,REGULAR,USD
SPY250606C00525000,2025-05-06 13:57:24+00:00,525.0,39.59,43.83,43.96,0.0,0.0,2.0,16,0.2041705560302734,True,REGULAR,USD
SPY250606C00526000,2025-05-06 20:11:59+00:00,526.0,39.54,42.95,43.09,0.0,0.0,1.0,2,0.20533021240234373,True,REGULAR,USD
SPY250606C00527000,2025-05-08 14:01:46+00:00,527.0,42.94,42.01,42.15,2.4199982,5.972355,1.0,5,0.20368227966308594,True,REGULAR,USD
