Datetime,NVDA,SPY,^VIX
2025-02-13 14:31:00+00:00,132.07000732421875,604.7899780273438,15.649999618530273
2025-02-13 14:32:00+00:00,132.4398956298828,604.8250122070312,15.65999984741211
2025-02-13 14:34:00+00:00,133.05929565429688,604.5549926757812,15.670000076293945
2025-02-13 14:35:00+00:00,132.99000549316406,604.52001953125,15.640000343322754
2025-02-13 14:36:00+00:00,132.9779052734375,604.469970703125,15.670000076293945
2025-02-13 14:37:00+00:00,132.72999572753906,604.0499877929688,15.729999542236328
2025-02-13 14:38:00+00:00,132.0699005126953,603.3049926757812,15.899999618530273
2025-02-13 14:39:00+00:00,132.2657928466797,603.75,15.880000114440918
2025-02-13 14:40:00+00:00,132.5500030517578,603.8499755859375,15.869999885559082
2025-02-13 14:41:00+00:00,132.2899932861328,603.6799926757812,15.869999885559082
2025-02-13 14:42:00+00:00,132.58999633789062,604.0399780273438,15.850000381469727
2025-02-13 14:43:00+00:00,132.8101043701172,604.2598266601562,15.65999984741211
2025-02-13 14:44:00+00:00,132.56219482421875,604.4400024414062,15.680000305175781
2025-02-13 14:45:00+00:00,132.7899932861328,604.4199829101562,15.649999618530273
2025-02-13 14:46:00+00:00,133.02000427246094,604.5673828125,15.609999656677246
2025-02-13 14:47:00+00:00,132.67999267578125,604.0599975585938,15.739999771118164
2025-02-13 14:48:00+00:00,132.8699951171875,604.0900268554688,15.779999732971191
2025-02-13 14:49:00+00:00,132.75999450683594,604.0599975585938,15.739999771118164
2025-02-13 14:50:00+00:00,132.94000244140625,604.1300048828125,15.770000457763672
2025-02-13 14:51:00+00:00,132.78689575195312,604.0499877929688,15.770000457763672
2025-02-13 14:52:00+00:00,132.77999877929688,604.27001953125,15.729999542236328
2025-02-13 14:53:00+00:00,132.79989624023438,604.3599853515625,15.710000038146973
2025-02-13 14:54:00+00:00,132.86000061035156,604.3400268554688,15.699999809265137
2025-02-13 14:55:00+00:00,133.1199951171875,604.6099853515625,15.630000114440918
2025-02-13 14:56:00+00:00,133.77999877929688,604.719970703125,15.609999656677246
2025-02-13 14:57:00+00:00,133.85000610351562,604.7999877929688,15.579999923706055
2025-02-13 14:58:00+00:00,133.83009338378906,604.8499755859375,15.609999656677246
2025-02-13 14:59:00+00:00,133.97000122070312,604.8300170898438,15.529999732971191
2025-02-13 15:00:00+00:00,133.95989990234375,605.0,15.520000457763672
2025-02-13 15:01:00+00:00,134.0800018310547,604.8699951171875,15.539999961853027
2025-02-13 15:02:00+00:00,134.4499969482422,605.510009765625,15.479999542236328
2025-02-13 15:03:00+00:00,134.38999938964844,605.405029296875,15.489999771118164
2025-02-13 15:04:00+00:00,134.00999450683594,605.0599975585938,15.630000114440918
2025-02-13 15:05:00+00:00,134.08999633789062,605.2050170898438,15.600000381469727
2025-02-13 15:06:00+00:00,133.85000610351562,604.8200073242188,15.59000015258789
2025-02-13 15:07:00+00:00,134.0634002685547,604.8598022460938,15.670000076293945
2025-02-13 15:08:00+00:00,134.0,604.8099975585938,15.65999984741211
2025-02-13 15:09:00+00:00,133.94009399414062,604.9000244140625,15.649999618530273
2025-02-13 15:10:00+00:00,133.97509765625,605.1199951171875,15.609999656677246
2025-02-13 15:11:00+00:00,134.29159545898438,605.4100952148438,15.59000015258789
2025-02-13 15:12:00+00:00,134.44500732421875,605.239990234375,15.609999656677246
2025-02-13 15:13:00+00:00,134.39500427246094,605.3350219726562,15.609999656677246
2025-02-13 15:14:00+00:00,134.26010131835938,605.2899780273438,15.609999656677246
2025-02-13 15:15:00+00:00,134.45010375976562,605.4299926757812,15.59000015258789
2025-02-13 15:16:00+00:00,134.70010375976562,605.6099853515625,15.529999732971191
2025-02-13 15:17:00+00:00,134.72999572753906,605.8200073242188,15.479999542236328
2025-02-13 15:18:00+00:00,134.7050018310547,605.8200073242188,15.489999771118164
2025-02-13 15:19:00+00:00,134.77560424804688,606.135009765625,15.449999809265137
2025-02-13 15:20:00+00:00,134.83059692382812,606.1099853515625,15.420000076293945
2025-02-13 15:21:00+00:00,134.6999969482422,606.0900268554688,15.4399995803833
2025-02-13 15:22:00+00:00,134.92489624023438,606.3499755859375,15.399999618530273
2025-02-13 15:23:00+00:00,134.8699951171875,606.1849975585938,15.420000076293945
2025-02-13 15:24:00+00:00,134.80999755859375,606.2000732421875,15.420000076293945
2025-02-13 15:25:00+00:00,134.8699951171875,606.3200073242188,15.40999984741211
2025-02-13 15:26:00+00:00,134.6999969482422,605.97998046875,15.479999542236328
2025-02-13 15:27:00+00:00,134.7799072265625,605.8499755859375,15.510000228881836
2025-02-13 15:28:00+00:00,134.67340087890625,606.02001953125,15.449999809265137
2025-02-13 15:29:00+00:00,134.5500030517578,606.0800170898438,15.449999809265137
2025-02-13 15:30:00+00:00,134.64010620117188,606.010009765625,15.449999809265137
2025-02-13 15:31:00+00:00,134.86000061035156,606.1699829101562,15.430000305175781
2025-02-13 15:32:00+00:00,134.88009643554688,606.2899780273438,15.420000076293945
2025-02-13 15:33:00+00:00,134.89019775390625,606.3800048828125,15.420000076293945
2025-02-13 15:34:00+00:00,134.80320739746094,606.342529296875,15.420000076293945
2025-02-13 15:35:00+00:00,134.82000732421875,606.4400024414062,15.420000076293945
2025-02-13 15:36:00+00:00,134.8800048828125,606.52001953125,15.420000076293945
2025-02-13 15:37:00+00:00,134.94000244140625,606.5908813476562,15.430000305175781
2025-02-13 15:38:00+00:00,135.33990478515625,606.6500244140625,15.420000076293945
2025-02-13 15:39:00+00:00,135.7299041748047,606.9400024414062,15.399999618530273
2025-02-13 15:40:00+00:00,135.92999267578125,607.1500244140625,15.390000343322754
2025-02-13 15:41:00+00:00,136.00999450683594,607.0700073242188,15.399999618530273
2025-02-13 15:42:00+00:00,136.16439819335938,607.2000122070312,15.390000343322754
2025-02-13 15:43:00+00:00,136.4409942626953,607.4000244140625,15.380000114440918
2025-02-13 15:44:00+00:00,136.41000366210938,607.25,15.399999618530273
2025-02-13 15:45:00+00:00,136.2449951171875,607.219970703125,15.430000305175781
2025-02-13 15:46:00+00:00,136.22000122070312,607.2000122070312,15.4399995803833
2025-02-13 15:47:00+00:00,136.2010955810547,607.0800170898438,15.4399995803833
2025-02-13 15:48:00+00:00,136.07000732421875,607.1199951171875,15.4399995803833
2025-02-13 15:49:00+00:00,135.93499755859375,607.1099853515625,15.420000076293945
2025-02-13 15:50:00+00:00,135.95030212402344,607.0349731445312,15.420000076293945
